SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CIPROFLOXACINO;2,0 MG/ML SOL INJ CX  50 FR PLAS PVC TRANS SIST FECH X 100 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Genérico;Regulado;4001,81;4001,81;4547,51;4821,46;4821,46;4850,68;4850,68;4880,26;4880,26;5002,26;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CIPROFLOXACINO;2,0 MG/ML SOL INJ CX  80 FR PLAS PVC TRANS SIST FECH X 100 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Genérico;Regulado;6402,91;6402,91;7276,04;7714,35;7714,35;7761,1;7761,1;7808,43;7808,43;8003,64;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CIPROFLOXACINO;2,0 MG/ML SOL INJ IV CT BOLS PLAS PVC TRANS SIST FEC X 100 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Genérico;Regulado;80,01;80,01;90,92;96,4;96,4;96,98;96,98;97,57;97,57;100,01;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CIPROFLOXACINO;2,0 MG/ML SOL INJ CT FR PLAS PVC TRANS SIST FECH X 200 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Genérico;Regulado;136,37;136,37;154,97;164,3;164,3;165,3;165,3;166,3;166,3;170,46;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CIPROFLOXACINO;2,0 MG/ML SOL INJ IV CT 80 BOLS PLAS PVC TRANS SIST FEC X 100 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Genérico;Regulado;6402,91;6402,91;7276,04;7714,35;7714,35;7761,1;7761,1;7808,43;7808,43;8003,64;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CIPROFLOXACINO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CIPROFLOXACINO;2,0 MG/ML SOL INJ CT 48 FR PLAS PVC TRANS SIST FECH X 200 ML;J1G2 - FLUORQUINOLONAS INJETÁVEIS;Genérico;Regulado;6546,26;6546,26;7438,93;7887,06;7887,06;7934,86;7934,86;7983,24;7983,24;8182,83;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PACLITAXEL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 5 ML ;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Genérico;Regulado;534,04;534,04;606,86;643,42;643,42;647,32;647,32;651,27;651,27;667,55;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PACLITAXEL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PACLITAXEL;6 MG/ ML SOL INJ IV CT  5 FA VD INC X 5 ML ;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Genérico;Regulado;2670,32;2670,32;3034,46;3217,25;3217,25;3236,75;3236,75;3256,49;3256,49;3337,9;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PACLITAXEL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 16,7 ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Genérico;Regulado;1780,3;1780,3;2023,07;2144,94;2144,94;2157,94;2157,94;2171,1;2171,1;2225,38;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
PACLITAXEL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PACLITAXEL;6 MG/ ML SOL INJ IV CT FA VD INC X 5O ML;L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS;Genérico;Regulado;5341,03;5341,03;6069,35;6434,97;6434,97;6473,97;6473,97;6513,45;6513,45;6676,29;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE IRINOTECANO TRIIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML ;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;Regulado;486,1;486,1;552,39;585,66;585,66;589,21;589,21;592,8;592,8;607,63;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLORIDRATO DE IRINOTECANO TRIIDRATADO;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML;L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS;Genérico;Regulado;1201,03;1201,03;1364,81;1447,02;1447,02;1455,79;1455,79;1464,67;1464,67;1501,29;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FLUCONAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FLUCONAZOL;2 MG/ML SOL INJ CX FR PLAS TRANS  SIST FECH X 100 ML;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Genérico;Regulado;169,04;169,04;192,09;203,66;203,66;204,9;204,9;206,15;206,15;211,3;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FLUCONAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FLUCONAZOL;2 MG/ML SOL INJ CX 80 FR PLAS TRANS SIST FECH X 100 ML ;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Genérico;Regulado;13524,59;13524,59;15368,86;16294,68;16294,68;16393,44;16393,44;16493,4;16493,4;16905,74;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FLUCONAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FLUCONAZOL;2 MG/ML SOL INJ CX BOLS PLAS TRANS SIST FECH X 100 ML ;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Genérico;Regulado;169,04;169,04;192,09;203,66;203,66;204,9;204,9;206,15;206,15;211,3;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
FLUCONAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;FLUCONAZOL;2 MG/ML SOL INJ CX 80 BOLS PLAS TRANS SIST FECH X 100 ML;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Genérico;Regulado;13524,59;13524,59;15368,86;16294,68;16294,68;16393,44;16393,44;16493,4;16493,4;16905,74;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
METRONIDAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;METRONIDAZOL;5 MG/ML SOL INJ CX FR PLAS TRANS SIST FECH X 100 ML;J8B - OUTROS ANTIINFECCIOSOS ANAERÓBICOS;Genérico;Regulado;11,59;11,59;13,17;13,96;13,96;14,05;14,05;14,13;14,13;14,49;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
METRONIDAZOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;METRONIDAZOL;5 MG/ML SOL INJ CX 80 FR PLAS TRANS SIST FECH X 100 ML;J8B - OUTROS ANTIINFECCIOSOS ANAERÓBICOS;Genérico;Regulado;928,9;928,9;1055,57;1119,16;1119,16;1125,94;1125,94;1132,8;1132,8;1161,13;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;CISTEÍNA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN 10% INFANT;100 MG/ML SOL INFUS FR VD TRANS X 100 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;23,08;23,08;26,23;27,81;27,81;27,98;27,98;28,15;28,15;28,85;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;CISTEÍNA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN 10% INFANT;100 MG/ML SOL INFUS FR VD TRANS X 250 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;57,77;57,77;65,65;69,6;69,6;70,02;70,02;70,45;70,45;72,21;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"FENILALANINA;L-METIONINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;ACETILTIROSINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;TAURINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN 10% INFANT;100 MG/ML SOL INFUS FR VD TRANS X 1000 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;231,08;231,08;262,59;278,41;278,41;280,1;280,1;281,8;281,8;288,85;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"FENILALANINA;L-METIONINA;PROLINA;TRIPTOFANO;LEVOVALINA;ACETIL CISTEÍNA;SERINA;HISTIDINA;TREONINA;ACETILTIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;ARGININA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMINOVEN 10% INFANT;100 MG/ML SOL INFUS CX 6 FR VD TRANS X 1000 ML;K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO;Específico;Regulado;1237,91;1386,46;1602,18;1713,29;1491,46;1725,25;1500,5;1737,39;1509,65;1787,69;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PROPOFOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PROPOFOL;10 MG/ML EMU INJ CX 5 AMP VD TRANS X 20 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;105,67;105,67;120,08;127,31;127,31;128,08;128,08;128,87;128,87;132,09;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PROPOFOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PROPOFOL;10 MG/ML EMU INJ CX  10 FA VD TRANS X 20 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;242,4;242,4;275,45;292,05;292,05;293,82;293,82;295,61;295,61;303;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PROPOFOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PROPOFOL;10 MG/ML EMU INJ CX  10 FA VD TRANS X 50 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;619,74;619,74;704,25;746,67;746,67;751,2;751,2;755,78;755,78;774,68;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PROPOFOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PROPOFOL;10 MG/ML EMU INJ CX  10 FA VD TRANS X 100 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;1339,85;1339,85;1522,56;1614,28;1614,28;1624,06;1624,06;1633,96;1633,96;1674,81;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PROPOFOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PROPOFOL;20 MG/ML EMU INJ CX  10 FA VD TRANS X 50 ML;N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS;Genérico;Regulado;1230,11;1230,11;1397,85;1482,06;1482,06;1491,04;1491,04;1500,13;1500,13;1537,64;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"CLORETO FÉRRICO;IODETO DE POTÁSSIO;MOLIBDATO DE SÓDIO DIIDRATADO;CLORETO DE ZINCO;CLORETO CRÔMICO HEXAIDRATADO;SELENITO DE SÓDIO;CLORETO CÚPRICO;DICLORETO DE MANGANÊS TETRAIDRATADO;FLUORETO DE SÓDIO";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;ADDAVEN;SOL DIL INFUS CX 20 AMP PLAS TRANS X 10 ML;A12C2 - OUTROS SUPLEMENTOS MINERAIS;Específico;Regulado;320,49;320,49;364,19;386,13;386,13;388,47;388,47;390,84;390,84;400,61;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CITRATO DE FENTANILA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CITRATO DE FENTANILA;50 MCG/ML SOL INJ EPI/IM/IV CX 50 AMP VD AMB X 2ML;N2A - ANALGÉSICOS NARCÓTICOS;Genérico;Regulado;86,19;86,19;97,94;103,84;103,84;104,47;104,47;105,11;105,11;107,74;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CITRATO DE FENTANILA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CITRATO DE FENTANILA;50 MCG/ML SOL INJ EPI/IM/IV CX 50 AMP VD AMB X 10ML;N2A - ANALGÉSICOS NARCÓTICOS;Genérico;Regulado;240,29;240,29;273,06;289,51;289,51;291,26;291,26;293,04;293,04;300,36;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ADALIMUMABE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;IDACIO;50 MG/ML SOL INJ SC CT FA VD TRANS X 0,8 ML + 2 LEN + 1 SER + 1 AGU + 1 ADAPT;L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL);Biológico;Regulado;1286,64;1286,64;1462,09;1550,17;1550,17;1559,56;1559,56;1569,07;1569,07;1608,3;1778,7;2021,25;2143,02;2143,02;2156;2156;2169,15;2169,15;2223,38;Não;Não;Sim;Não;;Positiva;Não;Tarja -(*)
ADALIMUMABE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;IDACIO;50 MG/ML SOL INJ SC CT 2 SER PREENC VD TRANS X 0,8 ML + 2 LEN;L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL);Biológico;Regulado;2573,28;2573,28;2924,18;3100,34;3100,34;3119,13;3119,13;3138,15;3138,15;3216,6;3557,41;4042,51;4286,04;4286,04;4312,01;4312,01;4338,31;4338,31;4446,76;Não;Sim;Sim;Não;;Positiva;Não;Tarja -(*)
ADALIMUMABE;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;IDACIO;50 MG/ML SOL INJ SC CT 2 CAN APLIC X 0,8 ML + 2 LEN;L4B - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL);Biológico;Regulado;2573,28;2573,28;2924,18;3100,34;3100,34;3119,13;3119,13;3138,15;3138,15;3216,6;3557,41;4042,51;4286,04;4286,04;4312,01;4312,01;4338,31;4338,31;4446,76;Não;Não;Sim;Não;;Positiva;Não;Tarja -(*)
SULFATO DE TERBUTALINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;SULFATO DE TERBUTALINA;0,5 MG/ML SOL INJ/DIL INFUS SC IV CX 50 AMP VD TRANS X 1 ML;R3A2 - ANTIASMÁTICOS/DPOC AGONISTAS B2 SISTÊMICOS;Genérico;Regulado;140,87;140,87;160,08;169,72;169,72;170,75;170,75;171,79;171,79;176,09;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
MESNA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+13;    -     ;    -     ;MESNA;100 MG/ML SOL INJ IV CX 10 AMP VD TRANS X 4 ML;V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS;Genérico;Regulado;109,34;109,34;124,25;131,73;131,73;132,53;132,53;133,34;133,34;136,68;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"TAZOBACTAM SÓDICO;PIPERACILINA SÓDICA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO;(4,0 + 0,5) G PO SOL INFUS IV CX 25 FA VD TRANS;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Genérico;Regulado;2143,77;2143,77;2436,1;2582,85;2582,85;2598,51;2598,51;2614,35;2614,35;2679,71;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE ONDANSETRONA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE ONDANSETRONA;2 MG/ML SOL INJ/DIL INFUS IV/IM CX 50 AMP VD AMB X 2 ML;A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA;Genérico;Regulado;1613,15;1613,15;1833,13;1943,55;1943,55;1955,33;1955,33;1967,26;1967,26;2016,44;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
AZTREONAM;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AZEUS;1 G PO SOL INJ IM IV CT FA VD TRANS;J1P1 - MONOBACTÂMICOS;Similar;Regulado;124,8;124,8;141,82;150,36;150,36;151,27;151,27;152,2;152,2;156;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
OXACILINA SÓDICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;OXACILIL;500 MG PO SOL INJ IV IM CX 50 FA VD TRANS X 10 ML;J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS;Similar;Regulado;153,61;153,61;174,56;185,07;185,07;186,19;186,19;187,33;187,33;192,01;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
TEICOPLANINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KOPLAN;200 MG PO LIOF SOL INJ IM/IV CT 01 FA VD TRANS X 14 ML;J1X1 - ANTIBIÓTICOS GLUCOPEPTÍDEOS;Similar;Regulado;264,28;264,28;300,32;318,41;318,41;320,34;320,34;322,29;322,29;330,35;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
TEICOPLANINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KOPLAN;400 MG PO LIOF SOL INJ IM/IV CT  01 FA VD TRANS X 20ML;J1X1 - ANTIBIÓTICOS GLUCOPEPTÍDEOS;Similar;Regulado;485,49;485,49;551,69;584,93;584,93;588,47;588,47;592,06;592,06;606,86;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
TEICOPLANINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KOPLAN;400 MG PO LIOF SOL INJ IM/IV CX 10 FA VD TRANS X 20ML;J1X1 - ANTIBIÓTICOS GLUCOPEPTÍDEOS;Similar;Regulado;4854,9;4854,9;5516,93;5849,28;5849,28;5884,73;5884,73;5920,61;5920,61;6068,63;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
TEICOPLANINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KOPLAN;200 MG PO LIOF SOL INJ IM/IV CT FA VD TRANS + DIL AMP PLAS TRANS X 3 ML;J1X1 - ANTIBIÓTICOS GLUCOPEPTÍDEOS;Similar;Regulado;264,28;264,28;300,32;318,41;318,41;320,34;320,34;322,29;322,29;330,35;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
TEICOPLANINA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;KOPLAN;400 MG PO LIOF SOL INJ/IM IV CT FA VD TRANS + DIL AMP PLAS TRANS X 3 ML;J1X1 - ANTIBIÓTICOS GLUCOPEPTÍDEOS;Similar;Regulado;485,49;485,49;551,69;584,93;584,93;588,47;588,47;592,06;592,06;606,86;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
BROMOPRIDA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;BROMOPRIDA;5MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 2 ML;A3F - GASTROPROCINÉTICOS;Genérico;Regulado;122,19;136,85;158,14;169,11;147,21;170,29;148,11;171,49;149,01;176,45;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
CLORIDRATO DE TRAMADOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE TRAMADOL;50 MG/ML SOL INJ IM IV CX 50 AMP VD TRANS X 1 ML;N2A - ANALGÉSICOS NARCÓTICOS;Genérico;Regulado;220,02;220,02;250,02;265,08;265,08;266,69;266,69;268,32;268,32;275,03;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
CLORIDRATO DE TRAMADOL;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;CLORIDRATO DE TRAMADOL;50 MG/ML SOL INJ IM IV CX 50 AMP VD TRANS X 2 ML;N2A - ANALGÉSICOS NARCÓTICOS;Genérico;Regulado;289,94;289,94;329,48;349,33;349,33;351,44;351,44;353,59;353,59;362,43;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
AMPICILINA SÓDICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMPLATIL;500 MG PO SOL INJ IM/IV CX 50 FA VD TRANS;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Similar;Regulado;193,86;193,86;220,3;233,57;233,57;234,98;234,98;236,41;236,41;242,33;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
AMPICILINA SÓDICA;49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;AMPLATIL;1 G PO SOL INJ IM/IV CX 50 FA VD TRANS;J1C2 - PENICILINAS INJETAVEIS DE AMPLO ESPECTRO;Similar;Regulado;214,85;214,85;244,15;258,86;258,86;260,42;260,42;262,01;262,01;268,56;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
"CLAVULANATO DE POTÁSSIO;TICARCILINA DISSÓDICA";49.324.221/0001-04;FRESENIUS KABI BRASIL LTDA;5,1E+14;1E+12;7,9E+12;    -     ;    -     ;TIOXIN;(3,0 + 0,1) G PO SOL INJ IV CT FA VD TRANS;J1L - CARBENICILINAS E SIMILARES;Similar;Regulado;35,81;35,81;40,69;43,14;43,14;43,41;43,41;43,67;43,67;44,76;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
